"object_id","volume","region_name","lga"
1,24,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
2,373,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
3,1100,"EASTERN REGION","LATROBE"
4,801,"SOUTH WESTERN REGION","SOUTHERN GRAMPIANS"
5,12000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
6,16000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
7,5700,"EASTERN REGION","WELLINGTON"
8,5800,"METROPOLITAN NORTH WEST REGION","WYNDHAM"
9,17000,"METROPOLITAN SOUTH EAST REGION","KNOX"
10,12000,"METROPOLITAN NORTH WEST REGION","HUME"
11,236,"SOUTH WESTERN REGION","SOUTHERN GRAMPIANS"
12,1400,"SOUTH WESTERN REGION","SOUTHERN GRAMPIANS"
13,13000,"METROPOLITAN NORTH WEST REGION","WYNDHAM"
14,14000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
15,2200,"EASTERN REGION","EAST GIPPSLAND"
16,6400,"METROPOLITAN SOUTH EAST REGION","BAYSIDE"
17,448,"NORTH EASTERN REGION","BENALLA"
18,1300,"METROPOLITAN NORTH WEST REGION","WYNDHAM"
19,240,"NORTH EASTERN REGION","MOIRA"
20,20000,"METROPOLITAN SOUTH EAST REGION","KNOX"
21,13000,"METROPOLITAN NORTH WEST REGION","NILLUMBIK"
22,8000,"METROPOLITAN SOUTH EAST REGION","CASEY"
23,1600,"NORTHERN REGION","LODDON"
24,4400,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
25,21000,"METROPOLITAN SOUTH EAST REGION","KINGSTON"
26,5500,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
27,8100,"METROPOLITAN SOUTH EAST REGION","CASEY"
28,458,"SOUTH WESTERN REGION","GLENELG"
29,4000,"METROPOLITAN SOUTH EAST REGION","CASEY"
30,20,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
31,12000,"METROPOLITAN NORTH WEST REGION","WYNDHAM"
32,8500,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
33,485,"SOUTH WESTERN REGION","GLENELG"
34,3900,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
35,15000,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
36,21000,"METROPOLITAN NORTH WEST REGION","DAREBIN"
37,939,"SOUTH WESTERN REGION","CORANGAMITE"
38,4000,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
39,3700,"SOUTH WESTERN REGION","SURF COAST"
40,16000,"METROPOLITAN SOUTH EAST REGION","CASEY"
41,1400,"NORTH EASTERN REGION","TOWONG"
42,3900,"EASTERN REGION","LATROBE"
43,383,"WESTERN REGION","WEST WIMMERA"
44,1400,"NORTHERN REGION","BENDIGO"
45,506,"SOUTH WESTERN REGION","GEELONG"
46,886,"SOUTH WESTERN REGION","CORANGAMITE"
47,93,"SOUTH WESTERN REGION","GLENELG"
48,12000,"EASTERN REGION","LATROBE"
49,10000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
50,15,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
51,5800,"EASTERN REGION","BASS COAST"
52,4500,"SOUTH WESTERN REGION","GEELONG"
53,66,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
54,2100,"NORTH EASTERN REGION","(MOUNT STIRLING)"
55,13000,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
56,16000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
57,14000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
58,4400,"SOUTH WESTERN REGION","SURF COAST"
59,5000,"SOUTH WESTERN REGION","MOYNE"
60,2000,"SOUTH WESTERN REGION","GLENELG"
61,138,"NORTHERN REGION","LODDON"
62,577,"NORTH EASTERN REGION","MOIRA"
63,1900,"METROPOLITAN NORTH WEST REGION","NILLUMBIK"
64,1400,"SOUTH WESTERN REGION","MOYNE"
65,7400,"METROPOLITAN NORTH WEST REGION","WYNDHAM"
66,1000,"SOUTH WESTERN REGION","SOUTHERN GRAMPIANS"
67,13000,"METROPOLITAN SOUTH EAST REGION","CASEY"
68,2100,"SOUTH WESTERN REGION","QUEENSCLIFFE"
69,1600,"NORTH EASTERN REGION","MOIRA"
70,14000,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
71,2300,"EASTERN REGION","BAW BAW"
72,7700,"WESTERN REGION","BALLARAT"
73,1500,"NORTH EASTERN REGION","MOIRA"
74,252,"NORTH EASTERN REGION","MOIRA"
75,15000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
76,6200,"EASTERN REGION","LATROBE"
77,1600,"SOUTH WESTERN REGION","SOUTHERN GRAMPIANS"
78,2200,"EASTERN REGION","EAST GIPPSLAND"
79,1300,"WESTERN REGION","CENTRAL GOLDFIELDS"
80,16000,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
81,4300,"WESTERN REGION","PYRENEES"
82,975,"SOUTH WESTERN REGION","SOUTHERN GRAMPIANS"
83,63,"EASTERN REGION","WELLINGTON"
84,488,"SOUTH WESTERN REGION","SOUTHERN GRAMPIANS"
85,12000,"METROPOLITAN SOUTH EAST REGION","BAYSIDE"
86,11000,"METROPOLITAN NORTH WEST REGION","WHITTLESEA"
87,7100,"METROPOLITAN NORTH WEST REGION","MARIBYRNONG"
88,8200,"METROPOLITAN NORTH WEST REGION","HUME"
89,2100,"NORTH EASTERN REGION","INDIGO"
90,1100,"WESTERN REGION","CENTRAL GOLDFIELDS"
91,4700,"NORTHERN REGION","MOUNT ALEXANDER"
92,6800,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
93,7300,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
94,3700,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
95,6400,"METROPOLITAN NORTH WEST REGION","MARIBYRNONG"
96,16000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
97,24000,"METROPOLITAN NORTH WEST REGION","BANYULE"
98,16000,"METROPOLITAN NORTH WEST REGION","DAREBIN"
99,2000,"EASTERN REGION","LATROBE"
100,3700,"EASTERN REGION","SOUTH GIPPSLAND"
101,2900,"EASTERN REGION","LATROBE"
102,10000,"SOUTH WESTERN REGION","SURF COAST"
103,3000,"NORTHERN REGION","BENDIGO"
104,4300,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
105,19000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
106,11000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
107,17000,"METROPOLITAN SOUTH EAST REGION","STONNINGTON"
108,20000,"METROPOLITAN SOUTH EAST REGION","KNOX"
109,12000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
110,17000,"SOUTH WESTERN REGION","GEELONG"
111,10000,"SOUTH WESTERN REGION","GEELONG"
112,1300,"SOUTH WESTERN REGION","GEELONG"
113,603,"SOUTH WESTERN REGION","SOUTHERN GRAMPIANS"
114,15000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
115,518,"SOUTH WESTERN REGION","GOLDEN PLAINS"
116,2200,"NORTH EASTERN REGION","SHEPPARTON"
117,223,"WESTERN REGION","PYRENEES"
118,322,"NORTH EASTERN REGION","MOIRA"
119,4000,"METROPOLITAN NORTH WEST REGION","MORELAND"
120,3100,"EASTERN REGION","SOUTH GIPPSLAND"
121,896,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
122,10000,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
123,810,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
124,106,"WESTERN REGION","NORTHERN GRAMPIANS"
125,1900,"SOUTH WESTERN REGION","MOYNE"
126,1200,"SOUTH WESTERN REGION","MOYNE"
127,1300,"SOUTH WESTERN REGION","CORANGAMITE"
128,1800,"SOUTH WESTERN REGION","GOLDEN PLAINS"
129,7200,"SOUTH WESTERN REGION","GEELONG"
130,57000,"METROPOLITAN NORTH WEST REGION","WHITTLESEA"
131,71000,"METROPOLITAN NORTH WEST REGION","MORELAND"
132,16000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
133,50000,"METROPOLITAN NORTH WEST REGION","YARRA"
134,78000,"METROPOLITAN NORTH WEST REGION","MORELAND"
135,58000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
136,65,"EASTERN REGION","BAW BAW"
137,26,"EASTERN REGION","EAST GIPPSLAND"
138,183,"WESTERN REGION","NORTHERN GRAMPIANS"
139,2900,"NORTH EASTERN REGION","ALPINE"
140,1600,"NORTH EASTERN REGION","ALPINE"
141,443,"EASTERN REGION","EAST GIPPSLAND"
142,1100,"EASTERN REGION","EAST GIPPSLAND"
143,12000,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
144,18000,"METROPOLITAN SOUTH EAST REGION","WHITEHORSE"
145,24000,"METROPOLITAN SOUTH EAST REGION","KNOX"
146,13000,"NORTHERN REGION","BENDIGO"
147,803,"SOUTH WESTERN REGION","SOUTHERN GRAMPIANS"
148,4600,"WESTERN REGION","NORTHERN GRAMPIANS"
149,1700,"SOUTH WESTERN REGION","MOYNE"
150,1300,"SOUTH WESTERN REGION","CORANGAMITE"
151,4700,"SOUTH WESTERN REGION","GEELONG"
152,2700,"SOUTH WESTERN REGION","SURF COAST"
153,346,"SOUTH WESTERN REGION","SURF COAST"
154,934,"SOUTH WESTERN REGION","COLAC OTWAY"
155,429,"SOUTH WESTERN REGION","COLAC OTWAY"
156,8000,"NORTH EASTERN REGION","WANGARATTA"
157,5800,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
158,1300,"SOUTH WESTERN REGION","CORANGAMITE"
159,651,"SOUTH WESTERN REGION","CORANGAMITE"
160,1400,"SOUTH WESTERN REGION","CORANGAMITE"
161,17000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
162,302,"EASTERN REGION","BASS COAST"
163,793,"SOUTH WESTERN REGION","SURF COAST"
164,1200,"SOUTH WESTERN REGION","GEELONG"
165,6100,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
166,594,"SOUTH WESTERN REGION","COLAC OTWAY"
167,951,"SOUTH WESTERN REGION","SURF COAST"
168,3300,"SOUTH WESTERN REGION","SURF COAST"
169,935,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
170,3300,"EASTERN REGION","BASS COAST"
171,73,"NORTHERN REGION","MACEDON RANGES"
172,2300,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
173,13000,"SOUTH WESTERN REGION","GEELONG"
174,16000,"SOUTH WESTERN REGION","GEELONG"
175,11000,"SOUTH WESTERN REGION","GEELONG"
176,322,"SOUTH WESTERN REGION","CORANGAMITE"
177,1900,"WESTERN REGION","ARARAT"
178,369,"WESTERN REGION","ARARAT"
179,15000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
180,2100,"NORTHERN REGION","MACEDON RANGES"
181,2000,"METROPOLITAN NORTH WEST REGION","HUME"
182,382,"WESTERN REGION","ARARAT"
183,790,"SOUTH WESTERN REGION","MOYNE"
184,921,"EASTERN REGION","EAST GIPPSLAND"
185,92,"WESTERN REGION","WEST WIMMERA"
186,162,"WESTERN REGION","HORSHAM"
187,7100,"SOUTH WESTERN REGION","GEELONG"
188,1900,"NORTH EASTERN REGION","WODONGA"
189,396,"NORTH EASTERN REGION","ALPINE"
190,83000,"METROPOLITAN NORTH WEST REGION","HOBSONS BAY"
191,36000,"METROPOLITAN NORTH WEST REGION","YARRA"
192,70000,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
193,29000,"METROPOLITAN NORTH WEST REGION","BANYULE"
194,29000,"METROPOLITAN NORTH WEST REGION","BANYULE"
195,53000,"METROPOLITAN NORTH WEST REGION","WHITTLESEA"
196,61000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
197,35000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
198,1700,"SOUTH WESTERN REGION","GOLDEN PLAINS"
199,345,"SOUTH WESTERN REGION","CORANGAMITE"
200,837,"SOUTH WESTERN REGION","CORANGAMITE"
201,17000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
202,1100,"SOUTH WESTERN REGION","CORANGAMITE"
203,2700,"SOUTH WESTERN REGION","GOLDEN PLAINS"
204,7400,"SOUTH WESTERN REGION","GEELONG"
205,563,"NORTH EASTERN REGION","ALPINE"
206,83000,"METROPOLITAN NORTH WEST REGION","HOBSONS BAY"
207,70000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
208,38000,"METROPOLITAN NORTH WEST REGION","YARRA"
209,65000,"METROPOLITAN NORTH WEST REGION","YARRA"
210,21000,"METROPOLITAN NORTH WEST REGION","BANYULE"
211,114,"WESTERN REGION","ARARAT"
212,8800,"METROPOLITAN SOUTH EAST REGION","CARDINIA"
213,4300,"EASTERN REGION","SOUTH GIPPSLAND"
214,2300,"NORTHERN REGION","BENDIGO"
215,2500,"EASTERN REGION","SOUTH GIPPSLAND"
216,987,"EASTERN REGION","SOUTH GIPPSLAND"
217,2200,"EASTERN REGION","WELLINGTON"
218,711,"EASTERN REGION","WELLINGTON"
219,9500,"WESTERN REGION","MILDURA"
220,1100,"NORTHERN REGION","LODDON"
221,8800,"NORTHERN REGION","BENDIGO"
222,27000,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
223,35000,"METROPOLITAN SOUTH EAST REGION","BAYSIDE"
224,2700,"NORTHERN REGION","BENDIGO"
225,615,"SOUTH WESTERN REGION","GOLDEN PLAINS"
226,2,"EASTERN REGION","LATROBE"
227,1600,"EASTERN REGION","BASS COAST"
228,691,"EASTERN REGION","BASS COAST"
229,1100,"SOUTH WESTERN REGION","GEELONG"
230,838,"SOUTH WESTERN REGION","MOYNE"
231,2900,"SOUTH WESTERN REGION","GEELONG"
232,2100,"WESTERN REGION","MOORABOOL"
233,21000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
234,288,"SOUTH WESTERN REGION","GOLDEN PLAINS"
235,192,"SOUTH WESTERN REGION","GOLDEN PLAINS"
236,20000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
237,25000,"METROPOLITAN NORTH WEST REGION","YARRA"
238,1400,"EASTERN REGION","LATROBE"
239,7500,"WESTERN REGION","BALLARAT"
240,13000,"WESTERN REGION","BALLARAT"
241,498,"SOUTH WESTERN REGION","CORANGAMITE"
242,215,"SOUTH WESTERN REGION","GLENELG"
243,251,"SOUTH WESTERN REGION","GLENELG"
244,373,"NORTHERN REGION","BULOKE"
245,9000,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
246,2000,"NORTHERN REGION","MACEDON RANGES"
247,4500,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
248,359,"NORTH EASTERN REGION","INDIGO"
249,144,"WESTERN REGION","BULOKE"
250,6900,"METROPOLITAN SOUTH EAST REGION","CARDINIA"
251,3400,"NORTHERN REGION","BENDIGO"
252,5700,"NORTHERN REGION","MITCHELL"
253,12000,"NORTH EASTERN REGION","WODONGA"
254,19000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
255,7200,"METROPOLITAN SOUTH EAST REGION","CASEY"
256,92,"EASTERN REGION","WELLINGTON"
257,449,"EASTERN REGION","BASS COAST"
258,249,"EASTERN REGION","BASS COAST"
259,1000,"SOUTH WESTERN REGION","GEELONG"
260,5600,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
261,349,"WESTERN REGION","NORTHERN GRAMPIANS"
262,2900,"METROPOLITAN NORTH WEST REGION","YARRA"
263,347,"EASTERN REGION","BAW BAW"
264,810,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
265,241,"SOUTH WESTERN REGION","SOUTHERN GRAMPIANS"
266,78,"SOUTH WESTERN REGION","SOUTHERN GRAMPIANS"
267,18000,"METROPOLITAN SOUTH EAST REGION","KNOX"
268,20000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
269,10000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
270,5600,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
271,1900,"SOUTH WESTERN REGION","MOYNE"
272,7800,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
273,432,"SOUTH WESTERN REGION","MOYNE"
274,10000,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
275,8400,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
276,182,"WESTERN REGION","NORTHERN GRAMPIANS"
277,2900,"METROPOLITAN NORTH WEST REGION","YARRA"
278,66,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
279,161,"SOUTH WESTERN REGION","GLENELG"
280,1200,"NORTHERN REGION","BENDIGO"
281,4600,"NORTHERN REGION","MITCHELL"
282,12000,"NORTHERN REGION","MITCHELL"
283,254,"EASTERN REGION","EAST GIPPSLAND"
284,9900,"METROPOLITAN SOUTH EAST REGION","CASEY"
285,5600,"METROPOLITAN SOUTH EAST REGION","CARDINIA"
286,3500,"EASTERN REGION","SOUTH GIPPSLAND"
287,4900,"EASTERN REGION","SOUTH GIPPSLAND"
288,1700,"EASTERN REGION","SOUTH GIPPSLAND"
289,1100,"EASTERN REGION","SOUTH GIPPSLAND"
290,1700,"EASTERN REGION","WELLINGTON"
291,2100,"NORTH EASTERN REGION","MURRINDINDI"
292,30000,"METROPOLITAN SOUTH EAST REGION","CASEY"
293,8700,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
294,21000,"METROPOLITAN NORTH WEST REGION","MORELAND"
295,19000,"METROPOLITAN NORTH WEST REGION","DAREBIN"
296,24000,"METROPOLITAN NORTH WEST REGION","BANYULE"
297,29000,"METROPOLITAN SOUTH EAST REGION","WHITEHORSE"
298,24000,"METROPOLITAN SOUTH EAST REGION","MONASH"
299,15000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
300,6800,"METROPOLITAN NORTH WEST REGION","BANYULE"
301,2000,"SOUTH WESTERN REGION","GLENELG"
302,3900,"SOUTH WESTERN REGION","MOYNE"
303,836,"SOUTH WESTERN REGION","GEELONG"
304,4700,"SOUTH WESTERN REGION","GEELONG"
305,8600,"SOUTH WESTERN REGION","GEELONG"
306,206,"WESTERN REGION","HINDMARSH"
307,11000,"METROPOLITAN NORTH WEST REGION","HUME"
308,5900,"METROPOLITAN NORTH WEST REGION","MELTON"
309,15000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
310,11000,"METROPOLITAN SOUTH EAST REGION","CASEY"
311,2900,"WESTERN REGION","MOORABOOL"
312,9700,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
313,1100,"SOUTH WESTERN REGION","GEELONG"
314,8700,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
315,1800,"WESTERN REGION","MOORABOOL"
316,1800,"SOUTH WESTERN REGION","GOLDEN PLAINS"
317,412,"SOUTH WESTERN REGION","COLAC OTWAY"
318,43000,"METROPOLITAN NORTH WEST REGION","YARRA"
319,82000,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
320,58000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
321,12,"EASTERN REGION","EAST GIPPSLAND"
322,146,"EASTERN REGION","LATROBE"
323,48,"WESTERN REGION","HORSHAM"
324,2200,"NORTH EASTERN REGION","WANGARATTA"
325,2300,"NORTH EASTERN REGION","ALPINE"
326,1500,"NORTH EASTERN REGION","ALPINE"
327,362,"NORTH EASTERN REGION","ALPINE"
328,2000,"NORTHERN REGION","MACEDON RANGES"
329,7500,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
330,8200,"METROPOLITAN NORTH WEST REGION","MELTON"
331,432,"SOUTH WESTERN REGION","GLENELG"
332,17000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
333,11000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
334,8800,"METROPOLITAN NORTH WEST REGION","MELTON"
335,4600,"NORTHERN REGION","MACEDON RANGES"
336,289,"WESTERN REGION","HINDMARSH"
337,9200,"METROPOLITAN NORTH WEST REGION","HUME"
338,15000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
339,998,"SOUTH WESTERN REGION","MOYNE"
340,26000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
341,12000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
342,12000,"METROPOLITAN SOUTH EAST REGION","CASEY"
343,8400,"METROPOLITAN NORTH WEST REGION","MELTON"
344,20000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
345,309,"NORTH EASTERN REGION","TOWONG"
346,82000,"METROPOLITAN SOUTH EAST REGION","STONNINGTON"
347,93000,"METROPOLITAN SOUTH EAST REGION","MONASH"
348,84000,"METROPOLITAN SOUTH EAST REGION","CASEY"
349,45000,"METROPOLITAN SOUTH EAST REGION","CASEY"
350,78000,"METROPOLITAN NORTH WEST REGION","WYNDHAM"
351,8100,"SOUTH WESTERN REGION","WARRNAMBOOL"
352,2800,"SOUTH WESTERN REGION","CORANGAMITE"
353,25000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
354,11000,"METROPOLITAN NORTH WEST REGION","MARIBYRNONG"
355,16000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
356,6600,"WESTERN REGION","BALLARAT"
357,9200,"WESTERN REGION","BALLARAT"
358,13000,"WESTERN REGION","MOORABOOL"
359,84000,"METROPOLITAN SOUTH EAST REGION","MONASH"
360,85000,"METROPOLITAN SOUTH EAST REGION","MONASH"
361,80000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
362,48000,"METROPOLITAN SOUTH EAST REGION","CASEY"
363,31000,"METROPOLITAN SOUTH EAST REGION","KINGSTON"
364,27000,"METROPOLITAN SOUTH EAST REGION","KINGSTON"
365,18000,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
366,7900,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
367,479,"NORTHERN REGION","BULOKE"
368,298,"WESTERN REGION","YARRIAMBIACK"
369,208,"WESTERN REGION","YARRIAMBIACK"
370,720,"WESTERN REGION","PYRENEES"
371,96,"NORTHERN REGION","BULOKE"
372,8600,"SOUTH WESTERN REGION","GEELONG"
373,8700,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
374,1800,"WESTERN REGION","MOORABOOL"
375,19000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
376,4800,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
377,1100,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
378,2300,"NORTH EASTERN REGION","MANSFIELD"
379,8000,"SOUTH WESTERN REGION","GEELONG"
380,15000,"SOUTH WESTERN REGION","GEELONG"
381,3600,"WESTERN REGION","ARARAT"
382,2800,"WESTERN REGION","CENTRAL GOLDFIELDS"
383,1100,"NORTHERN REGION","MOUNT ALEXANDER"
384,19000,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
385,18000,"METROPOLITAN SOUTH EAST REGION","WHITEHORSE"
386,14000,"METROPOLITAN SOUTH EAST REGION","KNOX"
387,1700,"SOUTH WESTERN REGION","CORANGAMITE"
388,5400,"SOUTH WESTERN REGION","COLAC OTWAY"
389,17000,"SOUTH WESTERN REGION","GEELONG"
390,28000,"SOUTH WESTERN REGION","GEELONG"
391,32000,"SOUTH WESTERN REGION","GEELONG"
392,37000,"SOUTH WESTERN REGION","GEELONG"
393,28000,"METROPOLITAN NORTH WEST REGION","WYNDHAM"
394,9100,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
395,15000,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
396,7200,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
397,2300,"SOUTH WESTERN REGION","MOYNE"
398,8100,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
399,405,"SOUTH WESTERN REGION","MOYNE"
400,133,"SOUTH WESTERN REGION","MOYNE"
401,449,"WESTERN REGION","NORTHERN GRAMPIANS"
402,27000,"METROPOLITAN SOUTH EAST REGION","KINGSTON"
403,9300,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
404,10000,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
405,16000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
406,19000,"METROPOLITAN SOUTH EAST REGION","GLEN EIRA"
407,21000,"METROPOLITAN SOUTH EAST REGION","MONASH"
408,18000,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
409,20000,"METROPOLITAN SOUTH EAST REGION","MONASH"
410,34000,"METROPOLITAN NORTH WEST REGION","YARRA"
411,29000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
412,17000,"METROPOLITAN SOUTH EAST REGION","STONNINGTON"
413,22000,"METROPOLITAN SOUTH EAST REGION","KNOX"
414,12000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
415,13000,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
416,860,"WESTERN REGION","BALLARAT"
417,3300,"EASTERN REGION","BASS COAST"
418,23000,"METROPOLITAN SOUTH EAST REGION","WHITEHORSE"
419,20000,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
420,20000,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
421,17000,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
422,2500,"WESTERN REGION","MILDURA"
423,4500,"SOUTH WESTERN REGION","GLENELG"
424,2800,"NORTHERN REGION","BENDIGO"
425,23000,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
426,37000,"METROPOLITAN SOUTH EAST REGION","GLEN EIRA"
427,32000,"METROPOLITAN SOUTH EAST REGION","GLEN EIRA"
428,28000,"METROPOLITAN SOUTH EAST REGION","KINGSTON"
429,13000,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
430,13000,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
431,519,"WESTERN REGION","YARRIAMBIACK"
432,200,"NORTHERN REGION","BULOKE"
433,17000,"METROPOLITAN NORTH WEST REGION","MORELAND"
434,25000,"METROPOLITAN NORTH WEST REGION","DAREBIN"
435,18000,"METROPOLITAN NORTH WEST REGION","BANYULE"
436,27000,"METROPOLITAN SOUTH EAST REGION","WHITEHORSE"
437,26000,"METROPOLITAN SOUTH EAST REGION","MONASH"
438,24000,"METROPOLITAN SOUTH EAST REGION","MONASH"
439,13000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
440,1800,"SOUTH WESTERN REGION","GLENELG"
441,3600,"SOUTH WESTERN REGION","MOYNE"
442,2100,"WESTERN REGION","HINDMARSH"
443,6800,"SOUTH WESTERN REGION","WARRNAMBOOL"
444,2200,"SOUTH WESTERN REGION","CORANGAMITE"
445,2300,"SOUTH WESTERN REGION","COLAC OTWAY"
446,3700,"SOUTH WESTERN REGION","COLAC OTWAY"
447,23000,"SOUTH WESTERN REGION","GEELONG"
448,32000,"SOUTH WESTERN REGION","GEELONG"
449,21000,"SOUTH WESTERN REGION","GEELONG"
450,37000,"SOUTH WESTERN REGION","GEELONG"
451,28000,"METROPOLITAN NORTH WEST REGION","WYNDHAM"
452,85000,"METROPOLITAN NORTH WEST REGION","WYNDHAM"
453,14000,"METROPOLITAN NORTH WEST REGION","MARIBYRNONG"
454,15000,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
455,89000,"METROPOLITAN SOUTH EAST REGION","MONASH"
456,63000,"METROPOLITAN SOUTH EAST REGION","CASEY"
457,45000,"METROPOLITAN SOUTH EAST REGION","CASEY"
458,80000,"METROPOLITAN SOUTH EAST REGION","STONNINGTON"
459,93,"NORTH EASTERN REGION","TOWONG"
460,76000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
461,46000,"METROPOLITAN SOUTH EAST REGION","CASEY"
462,12000,"METROPOLITAN NORTH WEST REGION","MELTON"
463,19000,"METROPOLITAN SOUTH EAST REGION","KINGSTON"
