"object_id","volume","region_name","lga"
12836,1000,"NORTHERN REGION","BULOKE"
12837,699,"NORTHERN REGION","BULOKE"
12838,6300,"NORTH EASTERN REGION","WANGARATTA"
12839,8400,"METROPOLITAN NORTH WEST REGION","MARIBYRNONG"
12840,1100,"EASTERN REGION","EAST GIPPSLAND"
12841,24000,"METROPOLITAN NORTH WEST REGION","HUME"
12842,641,"NORTHERN REGION","SWAN HILL"
12843,55000,"METROPOLITAN SOUTH EAST REGION","KNOX"
12844,55000,"METROPOLITAN SOUTH EAST REGION","KNOX"
12845,13000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
12846,16000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
12847,20000,"METROPOLITAN SOUTH EAST REGION","KNOX"
12848,10000,"METROPOLITAN SOUTH EAST REGION","KNOX"
12849,19000,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
12850,1300,"EASTERN REGION","BASS COAST"
12851,7300,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
12852,16000,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
12853,1900,"EASTERN REGION","LATROBE"
12854,4600,"EASTERN REGION","LATROBE"
12855,482,"WESTERN REGION","HEPBURN"
12856,22000,"METROPOLITAN NORTH WEST REGION","YARRA"
12857,8000,"METROPOLITAN NORTH WEST REGION","YARRA"
12858,12000,"METROPOLITAN NORTH WEST REGION","MORELAND"
12859,106,"NORTH EASTERN REGION","MURRINDINDI"
12860,11000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
12861,594,"NORTH EASTERN REGION","ALPINE"
12862,149,"EASTERN REGION","LATROBE"
12863,917,"NORTH EASTERN REGION","TOWONG"
12864,532,"EASTERN REGION","BAW BAW"
12865,1900,"EASTERN REGION","LATROBE"
12866,5100,"EASTERN REGION","LATROBE"
12867,4000,"SOUTH WESTERN REGION","GEELONG"
12868,20000,"METROPOLITAN SOUTH EAST REGION","STONNINGTON"
12869,7700,"METROPOLITAN SOUTH EAST REGION","STONNINGTON"
12870,10000,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
12871,14000,"METROPOLITAN SOUTH EAST REGION","CASEY"
12872,395,"NORTH EASTERN REGION","ALPINE"
12873,1100,"EASTERN REGION","BAW BAW"
12874,15000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
12875,3200,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
12876,8900,"WESTERN REGION","BALLARAT"
12877,7400,"WESTERN REGION","BALLARAT"
12878,6600,"WESTERN REGION","MOORABOOL"
12879,13000,"METROPOLITAN NORTH WEST REGION","DAREBIN"
12880,809,"WESTERN REGION","CENTRAL GOLDFIELDS"
12881,30,"EASTERN REGION","EAST GIPPSLAND"
12882,100,"SOUTH WESTERN REGION","SOUTHERN GRAMPIANS"
12883,567,"EASTERN REGION","EAST GIPPSLAND"
12884,427,"NORTHERN REGION","GANNAWARRA"
12885,325,"NORTHERN REGION","LODDON"
12886,113,"NORTHERN REGION","LODDON"
12887,13000,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
12888,16000,"METROPOLITAN SOUTH EAST REGION","CASEY"
12889,9500,"METROPOLITAN NORTH WEST REGION","MARIBYRNONG"
12890,18000,"METROPOLITAN SOUTH EAST REGION","KNOX"
12891,298,"EASTERN REGION","SOUTH GIPPSLAND"
12892,801,"EASTERN REGION","BASS COAST"
12893,1200,"SOUTH WESTERN REGION","GEELONG"
12894,6100,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
12895,467,"WESTERN REGION","NORTHERN GRAMPIANS"
12896,2900,"METROPOLITAN NORTH WEST REGION","YARRA"
12897,100,"WESTERN REGION","ARARAT"
12898,100,"SOUTH WESTERN REGION","SOUTHERN GRAMPIANS"
12899,1200,"EASTERN REGION","LATROBE"
12900,821,"EASTERN REGION","WELLINGTON"
12901,2000,"EASTERN REGION","LATROBE"
12902,1100,"EASTERN REGION","WELLINGTON"
12903,175,"EASTERN REGION","EAST GIPPSLAND"
12904,2100,"NORTHERN REGION","CAMPASPE"
12905,2600,"NORTHERN REGION","CAMPASPE"
12906,1500,"NORTH EASTERN REGION","SHEPPARTON"
12907,627,"NORTH EASTERN REGION","SHEPPARTON"
12908,1300,"NORTH EASTERN REGION","SHEPPARTON"
12909,913,"NORTHERN REGION","MACEDON RANGES"
12910,3200,"SOUTH WESTERN REGION","GEELONG"
12911,761,"WESTERN REGION","CENTRAL GOLDFIELDS"
12912,578,"NORTHERN REGION","MOUNT ALEXANDER"
12913,702,"NORTHERN REGION","MOUNT ALEXANDER"
12914,3700,"METROPOLITAN NORTH WEST REGION","HOBSONS BAY"
12915,4200,"METROPOLITAN SOUTH EAST REGION","CASEY"
12916,4700,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
12917,7100,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
12918,693,"NORTH EASTERN REGION","WANGARATTA"
12919,157,"NORTHERN REGION","LODDON"
12920,7800,"METROPOLITAN NORTH WEST REGION","HUME"
12921,11000,"METROPOLITAN NORTH WEST REGION","HUME"
12922,458,"NORTH EASTERN REGION","ALPINE"
12923,16000,"METROPOLITAN NORTH WEST REGION","MARIBYRNONG"
12924,13000,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
12925,19000,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
12926,55000,"METROPOLITAN SOUTH EAST REGION","KNOX"
12927,55000,"METROPOLITAN SOUTH EAST REGION","KNOX"
12928,12000,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
12929,16000,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
12930,2100,"NORTH EASTERN REGION","(MOUNT STIRLING)"
12931,148,"NORTHERN REGION","MOUNT ALEXANDER"
12932,6100,"NORTHERN REGION","MACEDON RANGES"
12933,1400,"NORTH EASTERN REGION","MOIRA"
12934,16000,"METROPOLITAN SOUTH EAST REGION","CASEY"
12935,950,"SOUTH WESTERN REGION","COLAC OTWAY"
12936,13000,"METROPOLITAN NORTH WEST REGION","MARIBYRNONG"
12937,5600,"METROPOLITAN SOUTH EAST REGION","BAYSIDE"
12938,15000,"METROPOLITAN SOUTH EAST REGION","BAYSIDE"
12939,14000,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
12940,12000,"METROPOLITAN SOUTH EAST REGION","WHITEHORSE"
12941,21000,"METROPOLITAN SOUTH EAST REGION","KINGSTON"
12942,8000,"METROPOLITAN SOUTH EAST REGION","GLEN EIRA"
12943,3200,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
12944,818,"NORTHERN REGION","GANNAWARRA"
12945,1700,"METROPOLITAN SOUTH EAST REGION","CARDINIA"
12946,1800,"NORTH EASTERN REGION","INDIGO"
12947,422,"NORTH EASTERN REGION","TOWONG"
12948,729,"NORTH EASTERN REGION","TOWONG"
12949,8800,"NORTH EASTERN REGION","WODONGA"
12950,9100,"NORTHERN REGION","BENDIGO"
12951,3700,"METROPOLITAN NORTH WEST REGION","HUME"
12952,1700,"NORTHERN REGION","MACEDON RANGES"
12953,5000,"METROPOLITAN NORTH WEST REGION","WYNDHAM"
12954,7500,"METROPOLITAN NORTH WEST REGION","HOBSONS BAY"
12955,12000,"METROPOLITAN NORTH WEST REGION","HOBSONS BAY"
12956,1400,"SOUTH WESTERN REGION","GEELONG"
12957,10000,"METROPOLITAN SOUTH EAST REGION","WHITEHORSE"
12958,5700,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
12959,6200,"METROPOLITAN SOUTH EAST REGION","GLEN EIRA"
12960,7300,"METROPOLITAN SOUTH EAST REGION","GLEN EIRA"
12961,1300,"METROPOLITAN SOUTH EAST REGION","BAYSIDE"
12962,6100,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
12963,903,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
12964,3200,"EASTERN REGION","BASS COAST"
12965,2300,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
12966,16000,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
12967,22000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
12968,1700,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
12969,9100,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
12970,5900,"NORTHERN REGION","MOUNT ALEXANDER"
12971,1400,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
12972,21000,"NORTHERN REGION","MITCHELL"
12973,18000,"METROPOLITAN NORTH WEST REGION","HUME"
12974,8800,"METROPOLITAN NORTH WEST REGION","YARRA"
12975,9600,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
12976,5800,"SOUTH WESTERN REGION","GEELONG"
12977,10000,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
12978,8000,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
12979,5800,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
12980,6000,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
12981,1600,"METROPOLITAN NORTH WEST REGION","NILLUMBIK"
12982,7300,"METROPOLITAN NORTH WEST REGION","BANYULE"
12983,12000,"METROPOLITAN NORTH WEST REGION","YARRA"
12984,11000,"METROPOLITAN NORTH WEST REGION","HOBSONS BAY"
12985,1600,"NORTH EASTERN REGION","BENALLA"
12986,11000,"NORTH EASTERN REGION","SHEPPARTON"
12987,1200,"NORTHERN REGION","CAMPASPE"
12988,4700,"SOUTH WESTERN REGION","GEELONG"
12989,5600,"SOUTH WESTERN REGION","GOLDEN PLAINS"
12990,4100,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
12991,902,"NORTHERN REGION","LODDON"
12992,1100,"NORTHERN REGION","BULOKE"
12993,7100,"NORTH EASTERN REGION","WANGARATTA"
12994,14000,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
12995,8600,"METROPOLITAN SOUTH EAST REGION","MONASH"
12996,7200,"METROPOLITAN SOUTH EAST REGION","MONASH"
12997,7000,"METROPOLITAN SOUTH EAST REGION","STONNINGTON"
12998,9400,"METROPOLITAN SOUTH EAST REGION","GLEN EIRA"
12999,11000,"METROPOLITAN SOUTH EAST REGION","MONASH"
13000,13000,"METROPOLITAN SOUTH EAST REGION","MONASH"
13001,8300,"SOUTH WESTERN REGION","GEELONG"
13002,52000,"METROPOLITAN SOUTH EAST REGION","KNOX"
13003,31000,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
13004,9000,"METROPOLITAN NORTH WEST REGION","MELTON"
13005,71000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
13006,86000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
13007,58000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
13008,26000,"METROPOLITAN NORTH WEST REGION","MORELAND"
13009,2500,"NORTHERN REGION","GANNAWARRA"
13010,1900,"NORTHERN REGION","SWAN HILL"
13011,7600,"METROPOLITAN SOUTH EAST REGION","STONNINGTON"
13012,7600,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
13013,13000,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
13014,21000,"METROPOLITAN NORTH WEST REGION","HUME"
13015,3300,"METROPOLITAN NORTH WEST REGION","HUME"
13016,5000,"NORTHERN REGION","MACEDON RANGES"
13017,13000,"METROPOLITAN NORTH WEST REGION","HOBSONS BAY"
13018,30000,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
13019,13000,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
13020,5800,"METROPOLITAN SOUTH EAST REGION","KNOX"
13021,4400,"WESTERN REGION","BALLARAT"
13022,12000,"WESTERN REGION","BALLARAT"
13023,7300,"WESTERN REGION","BALLARAT"
13024,4700,"WESTERN REGION","HEPBURN"
13025,1300,"WESTERN REGION","HEPBURN"
13026,6800,"SOUTH WESTERN REGION","GEELONG"
13027,12000,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
13028,533,"WESTERN REGION","NORTHERN GRAMPIANS"
13029,44000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
13030,55000,"METROPOLITAN SOUTH EAST REGION","KNOX"
13031,5800,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
13032,1300,"SOUTH WESTERN REGION","CORANGAMITE"
13033,56000,"METROPOLITAN SOUTH EAST REGION","KNOX"
13034,55000,"METROPOLITAN SOUTH EAST REGION","KNOX"
13035,53000,"METROPOLITAN SOUTH EAST REGION","KNOX"
13036,8200,"METROPOLITAN SOUTH EAST REGION","CARDINIA"
13037,22000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
13038,19000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
13039,6300,"WESTERN REGION","BALLARAT"
13040,28000,"SOUTH WESTERN REGION","GEELONG"
13041,9400,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
13042,3900,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
13043,6200,"METROPOLITAN SOUTH EAST REGION","CASEY"
13044,2100,"NORTH EASTERN REGION","BENALLA"
13045,16000,"NORTH EASTERN REGION","SHEPPARTON"
13046,1200,"NORTHERN REGION","CAMPASPE"
13047,10000,"SOUTH WESTERN REGION","GEELONG"
13048,5600,"SOUTH WESTERN REGION","GOLDEN PLAINS"
13049,5000,"WESTERN REGION","BALLARAT"
13050,8500,"WESTERN REGION","BALLARAT"
13051,3900,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
13052,4100,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
13053,2600,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
13054,496,"EASTERN REGION","SOUTH GIPPSLAND"
13055,12000,"METROPOLITAN SOUTH EAST REGION","WHITEHORSE"
13056,9500,"METROPOLITAN SOUTH EAST REGION","WHITEHORSE"
13057,11000,"METROPOLITAN SOUTH EAST REGION","WHITEHORSE"
13058,1200,"NORTH EASTERN REGION","MURRINDINDI"
13059,297,"METROPOLITAN NORTH WEST REGION","NILLUMBIK"
13060,16000,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
13061,19000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
13062,17000,"WESTERN REGION","MOORABOOL"
13063,2900,"METROPOLITAN NORTH WEST REGION","YARRA"
13064,209,"EASTERN REGION","WELLINGTON"
13065,1400,"EASTERN REGION","BASS COAST"
13066,14000,"EASTERN REGION","LATROBE"
13067,4400,"WESTERN REGION","BALLARAT"
13068,3600,"WESTERN REGION","BALLARAT"
13069,7900,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
13070,2200,"EASTERN REGION","LATROBE"
13071,5500,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
13072,10000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
13073,92000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
13074,35000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
13075,24000,"SOUTH WESTERN REGION","GEELONG"
13076,567,"NORTH EASTERN REGION","MURRINDINDI"
13077,3300,"METROPOLITAN SOUTH EAST REGION","CASEY"
13078,78000,"METROPOLITAN NORTH WEST REGION","WHITTLESEA"
13079,6300,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
13080,6900,"SOUTH WESTERN REGION","GEELONG"
13081,63000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
13082,6100,"SOUTH WESTERN REGION","GEELONG"
13083,10000,"METROPOLITAN NORTH WEST REGION","HUME"
13084,16000,"SOUTH WESTERN REGION","GEELONG"
13085,10000,"METROPOLITAN SOUTH EAST REGION","KINGSTON"
13086,563,"SOUTH WESTERN REGION","GEELONG"
13087,16000,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
13088,4500,"SOUTH WESTERN REGION","GEELONG"
13089,2300,"METROPOLITAN SOUTH EAST REGION","GLEN EIRA"
13090,3800,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
13091,8000,"METROPOLITAN NORTH WEST REGION","WYNDHAM"
13092,3500,"METROPOLITAN NORTH WEST REGION","BANYULE"
13093,9100,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
13094,3500,"NORTHERN REGION","MITCHELL"
13095,27,"NORTH EASTERN REGION","(LAKE MOUNTAIN)"
13096,15000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
13097,8000,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
13098,93000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
13099,2500,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
13100,395,"NORTH EASTERN REGION","ALPINE"
13101,17000,"METROPOLITAN NORTH WEST REGION","MARIBYRNONG"
13102,375,"NORTHERN REGION","LODDON"
13103,188,"NORTHERN REGION","LODDON"
13104,8200,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
13105,186,"NORTHERN REGION","CAMPASPE"
13106,162,"NORTHERN REGION","LODDON"
13107,4000,"SOUTH WESTERN REGION","SOUTHERN GRAMPIANS"
13108,30000,"METROPOLITAN NORTH WEST REGION","MELTON"
13109,69000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
13110,7100,"SOUTH WESTERN REGION","GEELONG"
13111,6400,"SOUTH WESTERN REGION","GEELONG"
13112,22,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
13113,5700,"METROPOLITAN SOUTH EAST REGION","CARDINIA"
13114,4000,"METROPOLITAN NORTH WEST REGION","BANYULE"
13115,10000,"METROPOLITAN NORTH WEST REGION","HUME"
13116,5000,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
13117,3200,"EASTERN REGION","EAST GIPPSLAND"
13118,28000,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
13119,20000,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
13120,8000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
13121,65000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
13122,1200,"NORTH EASTERN REGION","STRATHBOGIE"
13123,4200,"NORTH EASTERN REGION","STRATHBOGIE"
13124,5600,"METROPOLITAN SOUTH EAST REGION","GLEN EIRA"
13125,3900,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
13126,3900,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
13127,3600,"SOUTH WESTERN REGION","GEELONG"
13128,5200,"METROPOLITAN SOUTH EAST REGION","BAYSIDE"
13129,5800,"METROPOLITAN NORTH WEST REGION","MARIBYRNONG"
13130,122,"EASTERN REGION","(MOUNT BAW BAW)"
13131,33000,"METROPOLITAN NORTH WEST REGION","MELTON"
13132,32000,"METROPOLITAN NORTH WEST REGION","MELTON"
13133,659,"SOUTH WESTERN REGION","GEELONG"
13134,98,"NORTHERN REGION","BULOKE"
13135,833,"NORTH EASTERN REGION","MURRINDINDI"
13136,485,"SOUTH WESTERN REGION","MOYNE"
13137,624,"NORTH EASTERN REGION","MANSFIELD"
13138,898,"NORTHERN REGION","CAMPASPE"
13139,23000,"SOUTH WESTERN REGION","GEELONG"
13140,20000,"SOUTH WESTERN REGION","GEELONG"
13141,4200,"METROPOLITAN NORTH WEST REGION","HUME"
13142,2300,"NORTH EASTERN REGION","MANSFIELD"
13143,175,"WESTERN REGION","NORTHERN GRAMPIANS"
13144,10000,"METROPOLITAN SOUTH EAST REGION","MONASH"
13145,10000,"METROPOLITAN SOUTH EAST REGION","MONASH"
13146,581,"NORTHERN REGION","CAMPASPE"
13147,6600,"METROPOLITAN NORTH WEST REGION","DAREBIN"
13148,10000,"SOUTH WESTERN REGION","GEELONG"
13149,3900,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
13150,3000,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
13151,8300,"METROPOLITAN NORTH WEST REGION","WYNDHAM"
13152,3600,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
13153,2300,"METROPOLITAN SOUTH EAST REGION","GLEN EIRA"
13154,4000,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
13155,3900,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
13156,2100,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
13157,3900,"METROPOLITAN SOUTH EAST REGION","CASEY"
13158,5000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
13159,3300,"SOUTH WESTERN REGION","GEELONG"
13160,3500,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
13161,1800,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
13162,3900,"METROPOLITAN NORTH WEST REGION","HUME"
13163,1300,"METROPOLITAN NORTH WEST REGION","MORELAND"
13164,5200,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
13165,227,"NORTH EASTERN REGION","(MOUNT BULLER)"
13166,205,"NORTHERN REGION","MOUNT ALEXANDER"
13167,7000,"METROPOLITAN NORTH WEST REGION","WHITTLESEA"
13168,2100,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
13169,3900,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
13170,2100,"METROPOLITAN NORTH WEST REGION","MARIBYRNONG"
13171,5800,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
13172,265,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
13173,10000,"METROPOLITAN NORTH WEST REGION","WYNDHAM"
13174,659,"SOUTH WESTERN REGION","GEELONG"
13175,71000,"METROPOLITAN NORTH WEST REGION","HOBSONS BAY"
13176,2100,"NORTH EASTERN REGION","INDIGO"
13177,949,"EASTERN REGION","SOUTH GIPPSLAND"
13178,3100,"METROPOLITAN SOUTH EAST REGION","WHITEHORSE"
13179,2500,"METROPOLITAN SOUTH EAST REGION","WHITEHORSE"
13180,14000,"METROPOLITAN SOUTH EAST REGION","WHITEHORSE"
13181,11000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
13182,7600,"METROPOLITAN SOUTH EAST REGION","CASEY"
13183,76000,"METROPOLITAN NORTH WEST REGION","MORELAND"
13184,6900,"METROPOLITAN SOUTH EAST REGION","CARDINIA"
13185,9400,"METROPOLITAN NORTH WEST REGION","DAREBIN"
13186,2300,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
13187,4400,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
13188,7900,"METROPOLITAN NORTH WEST REGION","YARRA"
13189,4400,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
13190,5300,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
13191,10000,"METROPOLITAN NORTH WEST REGION","MELTON"
13192,3600,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
13193,5800,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
13194,3200,"METROPOLITAN NORTH WEST REGION","YARRA"
13195,5800,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
13196,8000,"METROPOLITAN NORTH WEST REGION","MORELAND"
13197,6300,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
13198,2100,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
13199,8300,"METROPOLITAN NORTH WEST REGION","DAREBIN"
13200,5400,"METROPOLITAN NORTH WEST REGION","DAREBIN"
13201,5200,"SOUTH WESTERN REGION","GEELONG"
13202,2200,"METROPOLITAN NORTH WEST REGION","YARRA"
13203,742,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
13204,1000,"METROPOLITAN NORTH WEST REGION","HUME"
13205,7300,"METROPOLITAN SOUTH EAST REGION","GLEN EIRA"
13206,4500,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
13207,8800,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
13208,3900,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
13209,8300,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
13210,16000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
13211,6700,"METROPOLITAN SOUTH EAST REGION","MONASH"
13212,4800,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
13213,3600,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
13214,65000,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
13215,12000,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
13216,9600,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
13217,11000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
13218,17000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
13219,15000,"METROPOLITAN SOUTH EAST REGION","MONASH"
13220,2500,"METROPOLITAN SOUTH EAST REGION","CARDINIA"
13221,21000,"METROPOLITAN NORTH WEST REGION","YARRA"
13222,13000,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
13223,63000,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
13224,13000,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
13225,106,"WESTERN REGION","YARRIAMBIACK"
13226,13000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
13227,15000,"METROPOLITAN SOUTH EAST REGION","MONASH"
13228,29000,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
13229,7800,"NORTHERN REGION","MACEDON RANGES"
13230,6300,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
13231,2300,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
13232,3500,"SOUTH WESTERN REGION","GEELONG"
13233,3900,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
13234,3900,"METROPOLITAN SOUTH EAST REGION","CARDINIA"
13235,492,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
13236,3900,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
13237,3900,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
13238,4000,"METROPOLITAN NORTH WEST REGION","WYNDHAM"
13239,5500,"METROPOLITAN NORTH WEST REGION","HOBSONS BAY"
13240,4000,"METROPOLITAN NORTH WEST REGION","BANYULE"
13241,2400,"SOUTH WESTERN REGION","GEELONG"
13242,5300,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
13243,4900,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
13244,3700,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
13245,3900,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
13246,16000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
13247,6100,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
13248,11000,"METROPOLITAN NORTH WEST REGION","MORELAND"
13249,1300,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
13250,519,"NORTHERN REGION","CAMPASPE"
13251,5200,"NORTH EASTERN REGION","MOIRA"
13252,8600,"SOUTH WESTERN REGION","GEELONG"
13253,3000,"SOUTH WESTERN REGION","GOLDEN PLAINS"
13254,3900,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
13255,3900,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
13256,11000,"METROPOLITAN NORTH WEST REGION","HUME"
13257,3900,"EASTERN REGION","BAW BAW"
13258,5200,"WESTERN REGION","BALLARAT"
13259,10000,"NORTHERN REGION","MACEDON RANGES"
13260,1400,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
13261,11000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
13262,1600,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
13263,4900,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
13264,3900,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
13265,4900,"METROPOLITAN SOUTH EAST REGION","KNOX"
13266,9400,"NORTHERN REGION","BENDIGO"
13267,5500,"SOUTH WESTERN REGION","GEELONG"
13268,4100,"SOUTH WESTERN REGION","GEELONG"
